CD_SETOR,CEP
355030864000054,03679-120
355030864000055,03675-040
355030864000055,03675-050
355030864000055,03675-110
355030864000056,03674-010
355030864000056,03674-040
355030864000056,03674-050
355030864000057,03674-020
355030864000057,03674-030
355030864000057,03674-060
355030864000057,03674-070
355030864000059,03673-040
355030864000060,03627-070
355030864000060,03755-040
355030864000060,03775-060
355030864000061,03755-060
355030864000061,03755-095
355030864000062,03882-110
355030864000062,03882-120
355030864000062,03882-130
355030864000062,03882-150
355030864000062,03884-100
355030864000063,03893-050
355030864000063,03894-010
355030864000064,03680-080
355030864000064,03681-000
355030864000067,03671-010
355030864000067,03671-050
355030864000067,13660-050
355030864000068,03671-030
355030864000068,03671-100
355030864000069,03671-000
355030864000069,03671-020
355030864000069,03671-080
355030864000070,03670-000
355030864000070,03670-040
355030864000070,03673-000
355030864000071,03027-130
355030864000071,03627-020
355030864000071,03627-120
355030864000071,03627-130
355030864000071,03627-160
355030864000071,03627-180
355030864000072,03755-020
355030864000073,03755-070
355030864000075,03755-110
355030864000076,03870-100
355030864000076,03880-010
355030864000076,03880-020
355030864000076,03880-040
355030864000076,03880-050
355030864000076,03880-070
355030864000077,03880-060
355030864000077,03880-120
355030864000078,03880-110
355030864000078,03882-140
355030864000079,03882-170
355030864000079,03882-180
355030864000079,03883-000
355030864000081,03894-000
355030864000081,03894-020
355030864000081,03894-100
355030864000081,03894-110
355030864000082,03890-110
355030864000082,03894-120
355030864000082,03894-200
355030864000082,03894-210
355030864000082,03894-220
355030864000082,03894-240
355030864000082,03894-250
355030864000082,03896-000
355030864000083,03682-070
355030864000083,03682-080
355030864000083,03682-090
355030864000084,03682-000
355030864000084,03682-050
355030864000087,03670-060
355030864000087,03671-070
355030864000088,02465-010
355030864000088,03670-004
355030864000088,03670-020
355030864000089,03673-070
355030864000090,03627-090
355030864000090,03627-140
355030864000090,03627-200
355030864000091,03627-000
355030864000091,03627-010
355030864000091,03627-100
355030864000091,03627-210
355030864000091,03627-430
355030864000092,03738-005
355030864000092,03755-000
355030864000092,03755-030
355030864000093,03755-050
355030864000093,03755-080
355030864000093,03755-090
355030864000093,03755-100
355030864000093,03757-090
355030864000094,03751-060
355030864000094,03770-100
355030864000094,03883-010
355030864000094,03883-020
355030864000095,03884-010
355030864000095,03884-020
355030864000096,03884-030
355030864000096,03884-040
355030864000101,03683-100
355030864000101,03683-120
355030864000101,03683-180
355030864000106,03670-030
355030864000106,03670-050
355030864000106,03670-080
355030864000107,03625-140
355030864000107,03626-030
355030864000107,03626-080
355030864000107,03626-140
355030864000108,03626-020
355030864000108,03627-050
355030864000108,03627-080
355030864000108,03627-190
355030864000109,03737-230
355030864000109,03738-000
355030864000109,03738-010
355030864000109,03738-020
355030864000109,03738-030
355030864000109,03738-050
355030864000109,03738-140
355030864000109,03738-150
355030864000109,03738-160
355030864000109,03738-170
355030864000110,03883-030
355030864000110,03883-040
355030864000110,03886-010
355030864000110,03886-020
355030864000110,03886-030
355030864000113,03884-060
355030864000113,03884-070
355030864000113,03884-080
355030864000115,03683-080
355030864000116,03683-000
355030864000116,03683-020
355030864000117,03685-120
355030864000117,03685-160
355030864000118,03685-020
355030864000118,03685-030
355030864000118,03685-040
355030864000119,03625-030
355030864000120,03625-010
355030864000120,03625-020
355030864000121,03624-000
355030864000121,03625-000
355030864000121,03625-090
355030864000121,03625-180
355030864000122,03626-000
355030864000122,03626-010
355030864000122,03626-040
355030864000122,03626-050
355030864000122,03626-060
355030864000122,03626-100
355030864000122,03626-150
355030864000123,03620-020
355030864000124,03737-060
355030864000124,03737-070
355030864000124,03737-080
355030864000124,03737-095
355030864000124,03737-100
355030864000125,03751-050
355030864000125,03883-110
355030864000125,03883-130
355030864000125,03886-040
355030864000125,03888-030
355030864000125,03888-110
355030864000126,03883-230
355030864000126,03887-010
355030864000126,03887-020
355030864000126,03887-040
355030864000126,03887-050
355030864000126,03888-000
355030864000126,03888-010
355030864000130,03625-040
355030864000130,03625-050
355030864000130,03625-060
355030864000130,03625-070
355030864000130,03625-080
355030864000131,03623-140
355030864000131,03625-100
355030864000131,03625-110
355030864000131,03625-120
355030864000131,03625-125
355030864000131,03653-000
355030864000132,03624-010
355030864000132,03624-030
355030864000133,03624-040
355030864000133,03624-160
355030864000134,03624-180
355030864000134,03736-020
355030864000135,03626-130
355030864000135,03737-090
355030864000135,03737-110
355030864000135,03737-120
355030864000135,03737-150
355030864000136,03626-070
355030864000136,03626-110
355030864000136,03626-120
355030864000137,03624-020
355030864000137,03624-130
355030864000137,03624-140
355030864000137,03624-150
355030864000138,03624-070
355030864000138,03624-080
355030864000138,03624-090
355030864000138,03624-100
355030864000138,03624-110
355030864000138,03624-120
355030864000139,03624-050
355030864000139,03624-060
355030864000139,03724-090
355030864000139,03736-005
355030864000139,03736-010
355030864000139,03736-240
355030864000140,03619-100
355030864000140,03737-040
355030864000140,03737-050
355030864000141,03877-000
355030864000141,03877-100
355030864000141,03877-120
355030864000142,03884-000
355030864000142,03884-050
355030864000147,03675-080
355030864000147,03677-010
355030864000148,03875-200
355030864000150,03679-000
355030864000150,03679-020
355030864000150,03679-030
355030864000151,03673-010
355030864000151,03673-050
355030864000151,03872-000
355030864000151,03872-010
355030864000152,03873-000
355030864000153,03880-080
355030864000153,03881-110
355030864000154,03890-100
355030864000156,03683-040
355030864000156,03683-050
355030864000156,03683-060
355030864000156,03683-070
355030864000158,03620-001
355030865000007,05545-180
355030865000008,05546-130
355030865000008,05546-140
355030865000008,05546-160
355030865000008,05546-170
355030865000008,05546-180
355030865000008,05546-200
355030865000009,05546-010
355030865000009,05546-060
355030865000009,05546-070
355030865000009,05546-100
355030865000009,05546-120
355030865000010,05547-060
355030865000010,05547-070
355030865000010,05547-100
355030865000010,05547-120
355030865000011,05547-020
355030865000011,05547-040
355030865000011,05547-050
355030865000015,05547-025
355030865000018,05561-130
355030865000018,05567-000
355030865000018,05567-240
355030865000018,05567-250
355030865000019,05565-001
355030865000019,05567-010
355030865000020,05565-000
355030865000020,05565-090
355030865000020,05567-130
355030865000020,05567-140
355030865000023,05567-220
355030865000024,05568-040
355030865000024,05568-050
355030865000024,05568-070
355030865000024,05568-120
355030865000025,05568-010
355030865000025,05568-130
355030865000025,05568-140
355030865000026,05568-150
355030865000027,05568-000
355030865000027,05568-230
355030865000027,05568-240
355030865000027,05568-250
355030865000030,05545-160
355030865000030,05545-190
355030865000031,05545-100
355030865000031,05545-120
355030865000031,05545-140
355030865000032,05544-055
355030865000032,05544-130
355030865000032,05544-140
355030865000032,05544-150
355030865000032,05544-160
355030865000032,05544-170
355030865000032,05544-180
355030865000033,05544-080
355030865000034,05549-280
355030865000034,05549-310
355030865000034,05549-320
355030865000034,05549-330
355030865000035,05549-200
355030865000035,05549-210
355030865000035,05549-220
355030865000036,05549-170
355030865000036,05549-180
355030865000037,05547-150
355030865000037,05549-070
355030865000037,05549-090
355030865000038,05549-080
355030865000038,05549-100
355030865000038,05549-110
355030865000039,05563-090
355030865000039,05563-100
355030865000041,05563-060
355030865000042,05563-050
355030865000044,05565-100
355030865000044,05567-400
355030865000048,05567-020
355030865000048,05567-090
355030865000049,05567-070
355030865000050,05567-040
355030865000051,05583-080
355030865000051,05583-090
355030865000052,05583-010
355030865000053,05548-050
355030865000053,05584-010
355030865000053,05584-020
355030865000054,05583-000
355030865000054,05584-070
355030865000054,06040-285
355030865000056,05551-150
355030865000056,05551-160
355030865000057,05528-250
355030865000057,05528-280
355030865000059,05528-290
355030865000059,05528-300
355030865000059,05528-310
355030865000061,05563-110
355030865000064,05570-100
355030865000065,05570-090
355030865000067,05569-050
355030865000068,05565-280
355030865000068,05572-210
355030865000069,05566-010
355030865000070,05566-030
355030865000070,05566-040
355030865000071,05566-000
355030865000071,05566-150
355030865000076,05574-450
355030865000077,05574-449
355030865000078,05574-310
355030865000078,05574-320
355030865000078,05574-370
355030865000078,05574-380
355030865000078,05574-390
355030865000078,05574-415
355030865000078,05574-460
355030865000079,05574-425
355030865000080,05574-090
355030865000080,05574-100
355030865000080,05574-180
355030865000080,05574-190
355030865000080,05574-200
355030865000080,05574-330
355030865000080,05574-360
355030865000080,05574-419
355030865000080,05574-469
355030865000084,05583-060
355030865000085,05551-000
355030865000085,05551-030
355030865000085,05551-040
355030865000085,05551-170
355030865000085,05551-220
355030865000085,05577-100
355030865000086,05551-200
355030865000086,05551-210
355030865000089,05569-100
355030865000089,05569-110
355030865000089,05572-050
355030865000089,05572-060
355030865000091,05571-020
355030865000091,05571-040
355030865000091,05572-190
355030865000091,08450-490
355030865000096,05569-150
355030865000096,05571-160
355030865000097,05571-140
355030865000097,05571-150
355030865000097,05571-170
355030865000097,05571-190
355030865000100,05547-080
355030865000100,05564-100
355030865000104,05546-040
355030865000104,05546-045
355030865000104,05546-080
355030865000104,05546-090
355030865000104,05546-150
355030865000105,05545-130
355030865000105,05546-000
355030865000105,05546-020
355030865000105,05546-030
355030865000105,05546-050
355030865000106,05547-000
355030865000106,05547-010
355030865000106,05547-110
355030865000108,05544-000
355030865000108,05544-200
355030865000108,05544-210
355030865000108,05547-160
355030865000121,05567-170
355030865000121,05567-190
355030865000121,05567-200
355030865000122,05568-060
355030865000122,05568-080
355030865000122,05568-090
355030865000123,05568-160
355030865000123,05568-170
355030865000123,05568-180
355030865000124,05568-190
355030865000124,05568-200
355030865000124,05568-210
355030865000125,05584-090
355030865000125,05584-100
355030865000126,05584-029
355030865000126,05584-030
355030865000126,05584-040
355030865000126,05584-050
355030865000127,05545-000
355030865000127,05545-020
355030865000127,05545-030
355030865000127,05545-040
355030865000127,05545-070
355030865000127,05545-080
355030865000128,05544-010
355030865000128,05544-020
355030865000128,05544-030
355030865000128,05544-040
355030865000128,05544-050
355030865000128,05544-060
355030865000128,05549-010
355030865000129,05544-070
355030865000129,05544-100
355030865000129,05544-110
355030865000129,05544-120
355030865000131,05544-230
355030865000131,05544-240
355030865000131,05544-250
355030865000132,05549-290
355030865000132,05549-300
355030865000133,05549-240
355030865000133,05549-250
355030865000133,05549-260
355030865000133,05549-270
